income,fixed_expenses,variable_expenses,total_expenses,savings_goal,lifestyle_score,savings
77860.97,23622.77,26007.06,49629.83,11873.41,6.88,31004.63
82790.37,29900.83,15698.58,45599.41,8740.33,8.55,28799.61
36883.95,11945.18,14639.1,26584.28,3164.97,9.5,5512.6
26647.15,7844.58,3083.22,10927.8,4968.14,3.46,9253.68
96941.92,34877.68,12888.91,47766.58,27087.15,2.53,35302.88
73307.85,28748.91,13290.95,42039.86,15512.54,5.36,30951.62
46287.84,13356.31,16074.03,29430.35,2347.69,7.32,8559.21
103778.8,32579.42,8273.66,40853.09,20090.24,3.04,40684.0
67891.87,14755.82,2856.12,17611.94,10181.14,1.04,51708.81
94482.43,25355.21,12694.62,38049.83,24054.21,4.09,54413.68
66687.96,19132.31,17372.35,36504.66,13795.03,9.72,35433.71
116518.7,42376.15,38075.06,80451.21,39649.99,7.25,27020.2
108883.52,32510.2,22562.27,55072.47,24742.25,4.61,32652.94
58775.9,20315.1,9605.69,29920.78,13906.77,2.73,26693.83
89289.27,17584.35,17800.47,35384.83,18276.45,4.2,30017.54
81134.4,24565.21,8132.72,32697.93,11835.14,2.53,29574.62
99215.79,38691.78,11158.44,49850.22,23864.84,1.96,45144.94
40876.91,9782.44,19834.22,29616.66,6000.32,9.16,8558.17
82151.29,16254.88,34195.84,50450.72,21760.18,9.98,20428.88
91460.61,26388.38,9468.83,35857.21,11227.55,2.48,47187.76
21031.51,6928.3,2149.7,9078.01,2894.35,1.49,13719.82
35418.54,10890.33,6318.03,17208.36,8032.97,3.97,19054.75
15000.0,3986.36,3889.38,7875.74,3729.8,5.15,5383.76
58264.83,19730.44,4285.17,24015.61,14416.54,2.84,26240.67
82938.56,20864.44,14887.77,35752.21,21701.92,3.71,43517.99
102558.93,35596.26,8912.75,44509.01,14924.49,2.81,31030.14
66852.37,15537.7,13000.05,28537.75,21606.01,7.97,37914.59
105715.39,29949.73,42003.23,71952.96,6130.49,7.41,36342.91
30497.46,10144.23,9638.75,19782.99,3367.04,6.71,4915.19
22415.44,8245.38,3312.1,11557.48,1298.45,4.48,9169.78
63611.31,22355.94,21887.01,44242.94,16010.81,9.18,10722.2
74601.64,26260.21,20000.38,46260.59,10017.9,9.73,32143.74
64182.63,17968.35,2933.41,20901.76,6938.71,2.56,47736.01
15000.0,3161.63,1755.28,4916.92,3136.92,3.01,6176.46
62772.0,15214.48,9533.37,24747.85,14980.29,5.73,45365.36
32388.26,12786.86,2075.73,14862.58,7665.07,1.82,11419.99
81741.81,29797.54,21702.97,51500.51,17702.99,4.93,17346.82
74164.96,29249.63,11131.17,40380.8,25162.64,6.24,17238.54
41503.01,8652.05,5486.57,14138.61,12655.87,5.7,28172.27
52153.33,16918.98,11758.26,28677.24,6565.03,3.98,27280.82
38519.66,12733.07,11594.75,24327.81,10638.95,5.88,6153.24
63433.02,22332.62,13398.09,35730.71,14095.7,9.63,32328.58
88878.56,28840.18,5702.09,34542.27,6231.42,2.85,40307.02
40356.85,13662.15,13480.55,27142.7,2332.75,6.89,13003.59
77601.16,20982.19,3940.56,24922.74,22645.04,1.39,62940.56
51743.56,12336.95,4092.87,16429.82,10801.44,1.6,16911.52
45178.18,10628.81,10106.29,20735.1,9949.88,5.97,21908.79
62324.24,12993.31,7699.14,20692.46,9476.4,1.94,39913.02
39118.94,10459.66,2354.64,12814.29,12738.57,1.2,19720.17
51158.77,10129.74,2668.25,12797.98,13820.21,2.54,23383.41
35053.05,9540.85,7233.38,16774.23,11903.49,6.08,15785.75
114118.13,36720.39,35342.02,72062.4,8942.45,7.33,21808.28
65881.59,24781.45,5146.6,29928.04,14677.12,2.82,43074.83
47506.86,18255.34,6487.68,24743.02,11373.72,7.01,17808.1
70349.5,18511.41,4249.41,22760.82,6407.15,2.64,53736.51
62191.8,13818.39,16364.71,30183.1,9667.23,6.52,34849.74
59475.76,14480.67,12735.47,27216.14,6956.68,4.71,16532.14
80354.17,31399.26,13184.38,44583.64,28012.39,6.88,27681.07
83937.69,25868.43,39168.83,65037.26,17699.68,9.96,20247.1
51737.47,11933.05,21860.92,33793.97,7580.66,9.44,13701.11
50604.54,17767.85,3040.81,20808.66,12628.46,1.04,23551.58
58123.71,16266.27,27784.06,44050.33,14492.81,8.97,12788.48
15000.0,5841.75,1298.24,7139.99,2542.82,1.6,8886.14
27120.22,6502.47,14814.5,21316.97,9412.29,9.58,5032.5
99171.86,28177.57,13616.32,41793.89,28887.11,3.54,44383.47
106124.19,31724.23,18584.44,50308.67,17841.02,4.44,30433.35
58774.1,21928.75,3845.29,25774.04,14927.86,1.82,39492.76
79413.92,29944.32,6403.87,36348.19,20890.31,2.01,31109.78
72781.25,22145.37,13714.35,35859.71,7160.67,7.54,39140.11
141972.02,35144.93,63056.12,98201.05,44777.41,9.5,30959.24
92989.37,25898.37,12684.26,38582.64,27351.3,6.5,44314.05
61802.06,24914.28,13554.31,38468.59,16790.8,7.44,17771.34
41111.49,13863.66,9352.55,23216.21,4738.74,7.86,11759.08
24838.84,9168.16,4859.94,14028.1,2147.86,3.37,8481.75
70086.59,19917.23,2442.82,22360.05,7362.92,1.41,56342.39
46091.23,13497.0,2332.82,15829.83,3205.49,1.02,19258.27
29443.66,7697.69,2934.03,10631.72,9843.08,4.16,16538.6
48835.68,17184.12,7314.04,24498.16,15172.46,3.17,27620.27
37961.3,13989.45,2200.73,16190.18,2735.51,1.56,12640.13
107178.54,32011.79,8948.58,40960.38,27082.43,2.62,38036.82
87040.99,25713.19,11363.51,37076.7,10604.59,2.12,57457.52
64800.68,17910.61,17548.22,35458.82,3639.91,9.23,29182.1
101998.6,24401.81,6218.85,30620.66,13831.91,2.26,62996.26
66934.21,26179.66,17103.27,43282.93,11942.47,5.84,20412.42
43467.89,11760.39,13783.9,25544.28,2404.48,6.34,21103.53
103078.1,37212.46,35692.18,72904.63,15231.85,5.89,15387.0
78472.75,27072.66,6725.53,33798.19,20441.31,1.89,31446.01
39068.85,14104.33,6562.84,20667.17,4542.85,3.87,10995.47
60241.53,23334.75,3065.28,26400.02,11908.95,1.46,20591.06
43109.54,14373.24,9066.64,23439.89,13680.51,4.56,13779.1
30430.01,11731.57,4130.65,15862.22,1546.84,2.7,11902.2
88154.44,20147.18,15464.68,35611.86,24649.77,6.05,62170.83
112735.42,36942.06,38498.39,75440.45,18724.59,7.24,30188.21
30035.81,10769.97,4592.24,15362.21,6326.64,5.79,15862.11
79074.23,20416.52,14968.75,35385.27,9208.52,4.91,45968.31
48733.94,16914.65,6602.5,23517.15,11226.1,4.49,25664.28
52821.87,19194.36,14340.67,33535.03,14543.14,8.58,14073.42
50190.15,18350.82,6743.53,25094.34,5798.79,2.97,21249.4
43400.23,11757.82,7220.33,18978.16,6684.63,7.61,12739.75
66213.04,22040.62,10658.51,32699.13,13948.15,7.82,24274.55
44226.25,11342.82,5272.6,16615.42,7976.16,4.77,31612.84
71761.42,25260.23,7246.7,32506.93,9715.08,3.68,41342.32
63744.05,18485.29,9412.89,27898.17,11713.09,5.23,37841.39
59026.3,19962.32,5409.97,25372.29,8281.1,1.84,22290.24
42310.91,12264.32,1854.41,14118.72,6353.67,1.41,17740.8
50580.72,11767.25,3982.25,15749.5,12103.14,2.0,35068.05
83884.78,20173.7,9784.15,29957.85,16234.33,2.68,51911.08
77522.93,16466.92,21479.61,37946.53,19770.52,5.54,24537.72
40561.12,13587.68,7218.64,20806.32,11997.22,8.64,19586.31
67483.31,25398.06,11681.92,37079.98,22139.97,3.12,24212.74
83784.68,17732.86,46681.47,64414.34,8209.51,9.42,19440.16
23264.87,4740.78,5658.5,10399.28,5598.23,9.59,10036.94
78584.0,22295.35,34644.38,56939.74,17369.72,9.63,15157.3
48434.41,16528.02,8355.37,24883.39,15009.11,8.54,14378.48
79264.97,18212.32,7141.18,25353.5,25390.44,4.27,61188.61
45918.52,12512.08,2360.0,14872.08,12953.63,1.65,36797.79
19877.95,5995.46,6137.53,12132.99,4670.5,6.12,5083.21
24311.44,6974.92,6708.07,13682.99,2596.25,6.03,6482.22
66202.12,16224.2,21171.05,37395.25,8634.65,8.65,19876.26
71493.06,19165.33,27268.6,46433.93,16526.18,9.96,19207.51
42392.08,15067.65,9178.05,24245.7,4052.15,5.57,9552.29
80964.81,27181.3,10788.74,37970.05,8697.68,4.11,23050.41
23462.0,5966.26,3659.04,9625.3,7904.37,2.67,17397.31
63348.01,21318.57,2432.99,23751.57,21348.54,1.04,41818.29
34724.6,10819.83,7394.67,18214.51,1568.71,5.58,17547.02
48704.1,19260.41,11439.46,30699.87,15254.43,6.0,15578.36
66184.97,17042.87,32071.48,49114.35,21950.56,8.42,13416.26
43489.67,14645.81,11579.45,26225.26,8777.21,5.54,9827.19
55386.11,19162.72,13405.96,32568.68,10352.91,9.25,19855.54
90157.32,22236.62,22570.39,44807.01,29641.19,6.65,46779.77
50577.7,18525.32,13809.37,32334.69,2719.79,8.56,10729.58
85892.3,25539.76,12043.64,37583.39,26236.81,2.33,37408.7
36757.33,11929.29,11502.25,23431.54,5011.37,8.7,14279.11
78245.1,18438.44,12554.1,30992.54,18817.09,7.08,50383.3
101039.22,25142.65,8767.9,33910.55,15019.57,2.53,70699.56
15000.0,4922.43,1181.22,6103.65,3032.7,2.71,6929.02
45077.62,11541.71,18441.5,29983.22,13426.03,9.34,7713.29
79426.8,24622.01,3163.66,27785.67,8324.78,1.29,37842.78
59923.87,15616.76,6786.34,22403.1,15175.31,5.16,26634.33
74278.65,24609.54,6539.75,31149.29,23858.36,3.82,26532.75
49900.37,14203.19,10687.6,24890.79,15803.85,6.99,17267.86
67164.74,13240.21,19893.54,33133.75,20975.95,8.56,27612.91
61108.07,20264.86,13753.08,34017.93,12716.48,4.24,14527.87
94194.55,26918.9,14083.46,41002.36,26516.74,4.84,41836.05
71360.52,19263.49,15159.73,34423.22,12930.83,9.84,30940.32
73440.07,16146.72,30282.3,46429.02,13970.05,8.06,13827.79
54703.08,13030.67,27136.91,40167.58,7671.59,9.07,13734.17
52809.84,12843.42,10278.91,23122.33,7017.87,4.95,16738.91
54186.05,20989.82,5132.63,26122.45,2937.46,3.11,26007.71
74861.3,21545.64,17972.67,39518.3,15873.19,4.71,42936.32
54475.39,11320.55,7708.81,19029.36,8024.21,7.44,19680.33
72244.37,16819.41,8059.66,24879.07,7533.23,1.98,33206.34
116885.02,25271.24,22087.55,47358.79,10266.97,3.43,41206.38
86778.12,27676.48,5276.08,32952.56,13438.8,1.42,41775.38
56849.41,13300.42,9071.82,22372.24,18153.03,4.89,38975.13
95030.35,27955.47,17360.29,45315.76,19589.78,8.45,56285.21
54798.12,15092.38,4139.71,19232.09,11795.21,1.22,39942.46
15000.0,6015.35,5368.31,11383.66,774.21,7.08,3002.07
39797.84,10732.46,12403.42,23135.88,8277.69,9.39,16295.7
18230.2,4908.15,1337.07,6245.22,4616.34,3.13,6356.19
56212.16,19758.81,18650.58,38409.38,4842.84,7.24,12988.84
65460.46,18598.01,37948.65,56546.66,22351.96,9.78,6066.21
106910.93,38700.2,49607.1,88307.3,34561.83,9.66,8799.64
73173.18,24133.75,5304.93,29438.68,25564.18,3.11,47197.07
59522.49,16968.29,4434.85,21403.14,9105.69,1.9,26724.02
85735.14,25529.57,4910.24,30439.81,25372.81,2.33,31806.91
15000.0,5655.08,6209.31,11864.39,2616.84,7.32,2501.81
70890.36,22775.32,17862.42,40637.73,19489.7,7.53,34935.68
84271.63,32363.45,29530.47,61893.92,28201.95,7.07,25136.25
28035.34,6794.46,2713.59,9508.06,2693.38,4.02,22008.25
93593.85,27977.58,5934.81,33912.39,8816.03,2.53,68742.05
73462.41,28180.64,21429.31,49609.95,5982.41,6.23,24844.45
54617.8,14066.51,16013.5,30080.01,15768.16,5.35,17106.54
80819.55,32288.1,17014.11,49302.21,20234.52,7.56,21685.63
121767.32,27214.03,22712.23,49926.25,25433.79,4.97,57523.91
69546.66,26070.76,12651.3,38722.07,19704.66,4.05,31640.26
71205.51,20847.48,13459.81,34307.28,21727.54,3.64,41846.06
53515.98,11929.99,7239.48,19169.47,18155.8,2.9,28732.08
43753.89,16212.23,3338.51,19550.74,4724.91,3.39,17753.94
85758.4,21324.86,6802.45,28127.3,15010.75,1.85,38879.86
43597.9,9180.65,9987.02,19167.67,14341.88,4.12,17582.47
66789.16,14416.75,4980.92,19397.67,12670.1,1.33,24853.31
53058.56,17061.79,5961.12,23022.91,10290.77,2.68,21884.22
76974.5,29953.32,35348.7,65302.02,25558.21,7.72,6278.99
73341.55,15405.11,6425.51,21830.62,20083.36,3.93,53518.12
90938.5,27131.94,24830.89,51962.83,19698.44,7.01,35373.94
52249.59,11343.49,19706.46,31049.95,8507.83,7.45,15407.18
58253.13,20502.32,9106.53,29608.85,18962.96,6.23,25963.78
40530.91,9469.03,22954.57,32423.6,2104.5,9.63,7278.99
53892.67,13216.88,2215.6,15432.48,8026.16,1.19,36695.12
74432.51,17476.12,19507.62,36983.74,24920.83,7.65,19120.28
83924.72,26175.38,23223.54,49398.91,16827.47,9.63,21014.16
41945.87,15715.38,11777.88,27493.26,9901.67,8.76,9816.88
86740.15,26716.19,9595.97,36312.16,18082.36,2.51,39207.46
98890.95,19615.88,14571.86,34187.74,16626.29,3.94,34431.36
75335.87,23096.5,5348.98,28445.48,18906.67,2.55,48021.79
111919.9,40516.46,37856.56,78373.02,31461.02,6.41,27161.39
45655.27,10363.0,7816.02,18179.02,6748.43,7.41,30497.8
33883.63,7645.49,6526.36,14171.85,7550.33,3.85,16433.48
20531.99,5008.62,3674.88,8683.51,1218.24,5.86,14480.12
102401.11,35692.87,28904.27,64597.14,21842.78,7.22,36763.76
81359.14,25748.41,13193.41,38941.82,22198.18,4.79,47529.95
63610.38,20762.09,23508.87,44270.96,14378.42,8.69,21968.09
71999.22,18759.79,29611.68,48371.47,22611.41,7.94,19438.91
36862.77,10069.74,3346.83,13416.57,5434.18,1.58,23026.5
126143.8,49636.07,26270.37,75906.45,24991.36,6.59,58468.88
68230.53,17198.77,9199.9,26398.67,5329.87,3.12,37831.19
67734.87,26174.96,15537.93,41712.88,17327.11,6.02,15203.39
83144.17,26491.81,48063.43,74555.24,15137.4,9.61,6113.12
77025.23,16928.74,35734.48,52663.22,15890.06,8.91,27747.79
70597.1,21609.86,11606.68,33216.54,6368.85,4.64,37933.99
45238.14,17752.85,6535.54,24288.39,15807.84,3.62,21534.75
76786.71,22792.36,7020.03,29812.4,21552.98,3.11,25691.54
112050.61,41852.29,32640.8,74493.09,19261.06,5.79,37164.35
98635.5,24662.87,10847.91,35510.78,21743.4,2.03,33095.47
104829.67,33627.92,36082.41,69710.33,24966.25,5.94,42010.4
52219.61,19407.64,2396.34,21803.98,17926.36,1.01,34769.38
40259.88,15532.05,7098.85,22630.9,11166.43,3.91,19837.45
61855.33,17781.04,6640.74,24421.77,9804.09,2.98,27460.65
66393.12,22102.91,28474.44,50577.35,22816.07,9.74,13134.92
92354.79,18279.35,23901.82,42181.17,12900.63,7.55,46677.81
22688.38,5462.83,4177.86,9640.69,5140.37,4.15,11746.63
103238.76,26157.26,4157.49,30314.74,26545.35,1.84,56304.79
61049.8,13571.02,7394.68,20965.7,7910.56,5.65,47261.13
54327.97,13136.96,7741.93,20878.89,18387.1,2.92,37543.85
39697.39,10383.6,13313.6,23697.2,4499.7,5.83,13684.25
23628.58,9793.97,9028.68,18822.65,4528.6,8.52,3428.32
85579.26,27936.72,27672.59,55609.31,8817.38,6.54,29541.1
66832.95,19147.26,23599.82,42747.08,20909.34,6.7,21831.84
32750.98,12706.45,6137.94,18844.38,3790.78,5.87,12562.54
32623.03,7322.54,7392.78,14715.32,1665.57,9.35,18807.37
56605.38,17538.06,30700.02,48238.09,3570.02,9.39,10342.5
106725.54,34331.48,34627.93,68959.41,18647.12,5.61,41430.79
58510.22,12735.27,8814.46,21549.73,11715.32,3.75,22961.64
27421.43,9177.55,3964.41,13141.96,1219.66,5.14,12719.14
58856.42,12683.02,8733.5,21416.52,4491.84,2.68,34908.0
58181.91,12712.98,18848.92,31561.9,4856.39,6.73,18133.06
15000.0,3856.02,1444.51,5300.53,4301.92,5.5,7576.14
63642.63,24456.22,2843.45,27299.68,8542.26,1.93,41625.74
59226.64,19779.64,9452.58,29232.22,13282.24,2.78,20816.61
82405.16,27338.07,8742.48,36080.55,6174.44,5.32,34043.95
111223.9,34516.47,31119.18,65635.65,35211.9,8.99,50709.11
93164.13,23088.28,23831.81,46920.09,13543.52,6.1,27509.17
58277.78,18646.96,11569.86,30216.82,16612.74,7.13,31653.27
37336.85,10977.83,4256.56,15234.39,11081.3,4.05,15503.32
129334.0,28874.94,26936.73,55811.68,44441.66,6.14,61722.35
66480.46,21920.07,10595.31,32515.39,18123.82,5.03,33977.16
65348.23,14549.84,23217.72,37767.57,11956.66,6.93,25615.57
64396.87,14972.25,3700.41,18672.66,6616.23,1.46,55228.63
69952.12,25416.44,12138.36,37554.8,4313.06,5.44,17236.77
61390.99,19836.71,7103.15,26939.85,19214.84,3.66,33086.75
50658.45,16330.77,3845.36,20176.13,9218.97,3.94,32128.82
51328.53,14534.85,11395.09,25929.94,14646.03,9.65,22914.6
64181.17,18247.45,8507.49,26754.95,12535.48,2.64,43908.75
51414.38,18003.16,5040.52,23043.68,16400.56,3.8,22729.24
47178.86,16287.52,10265.29,26552.81,12657.89,5.59,19813.85
67660.76,21380.46,32043.75,53424.21,5204.01,8.77,12942.11
58625.57,22997.95,8926.53,31924.48,16179.43,4.75,14157.73
102599.82,40545.32,26577.12,67122.44,13202.57,7.69,29279.73
15000.0,5203.04,7457.65,12660.69,4372.32,8.71,898.69
92287.67,33673.85,18677.33,52351.19,30715.17,3.79,35079.09
96152.13,28990.93,23970.99,52961.92,31314.83,4.53,48041.68
15000.0,4580.72,2802.91,7383.63,1250.18,4.21,6445.52
56432.81,11601.1,27616.22,39217.31,3563.77,8.5,14764.19
55713.98,17401.26,4114.78,21516.04,15824.17,1.4,33616.23
29812.21,12324.57,4238.43,16563.0,7783.05,3.78,13309.22
45554.58,15607.27,14734.42,30341.69,4998.17,7.11,11855.38
37235.6,13453.15,5518.84,18971.99,9445.03,6.09,13329.53
108806.76,24802.76,22293.86,47096.62,6001.04,4.93,61012.67
88391.96,23861.37,15929.33,39790.7,20924.06,5.86,50858.78
96788.88,24244.53,8529.73,32774.25,28921.49,2.78,51726.55
83041.8,22014.28,10222.37,32236.65,19959.6,4.88,27342.34
36773.71,11504.59,6996.71,18501.3,2797.1,5.52,16462.8
51886.99,13838.01,18659.23,32497.24,17868.41,9.11,15490.32
77234.36,24265.94,11642.66,35908.6,11982.39,3.35,35263.05
34446.8,10764.2,9863.84,20628.04,5713.98,8.81,9776.23
82824.96,20862.1,29133.77,49995.87,6104.36,6.8,36144.97
58991.87,13879.81,2692.11,16571.92,6189.1,1.18,36344.78
55629.48,21648.15,19463.44,41111.59,7698.63,7.52,14786.2
82774.0,17427.76,3063.86,20491.62,23805.17,1.32,59664.07
76106.58,15400.69,39850.63,55251.31,19768.45,9.98,21061.83
55975.85,21036.87,22134.67,43171.55,12430.86,8.85,12155.32
93983.25,37028.94,18279.05,55307.99,28985.29,3.68,26400.77
37973.42,12782.78,3430.89,16213.66,13403.73,3.32,24359.08
80398.39,16708.18,12493.88,29202.07,13328.46,4.43,51749.06
79827.53,19732.65,8241.51,27974.16,13393.77,4.21,45870.98
57261.34,22507.65,7077.19,29584.85,15727.57,4.35,23835.37
73153.33,25209.78,10341.53,35551.31,18016.82,3.86,27370.87
33722.16,10349.44,12661.48,23010.92,1831.83,6.59,9733.66
88100.68,21206.63,8901.66,30108.28,21601.22,2.48,46149.98
60377.45,12495.78,17804.17,30299.95,16053.49,8.61,33641.05
51931.92,10507.48,21456.34,31963.81,17755.32,8.31,17867.17
91225.23,29096.51,10204.71,39301.23,20776.97,5.29,34739.05
47391.41,11006.67,14361.89,25368.56,12062.58,8.67,12011.28
29788.47,12396.52,4260.98,16657.51,8316.99,3.22,13549.83
26084.27,6701.48,1475.94,8177.42,2323.32,1.16,17509.87
80150.25,28523.83,23734.72,52258.55,21669.49,6.57,19916.91
32989.27,8022.01,5041.27,13063.28,6912.07,5.12,11350.87
108869.85,33148.47,22179.71,55328.18,8940.65,6.1,54803.62
15000.0,2797.89,7785.97,10583.85,4015.96,9.09,1185.16
107411.41,38436.88,61445.55,99882.43,12549.71,9.73,7191.83
70275.44,21246.53,15531.34,36777.87,15075.55,6.71,32853.28
62582.17,13556.04,22743.31,36299.35,8435.59,7.88,28293.3
51377.02,17909.41,2569.87,20479.28,4374.36,1.75,37722.34
74978.4,23248.02,6770.53,30018.55,9378.15,2.45,34381.41
64059.13,25046.14,25485.2,50531.35,11711.68,7.6,10075.8
92582.55,35628.88,18648.95,54277.84,18292.59,4.88,30044.48
67855.69,26532.53,18128.66,44661.19,6613.82,5.01,12763.47
68757.54,15803.59,11696.63,27500.21,9924.52,3.78,32207.01
55909.69,12462.71,16266.32,28729.03,17415.21,6.47,20994.02
63576.36,26678.05,4401.36,31079.41,20578.19,2.67,21546.42
72695.04,21734.58,24139.51,45874.08,15457.62,6.64,28838.73
22245.79,5983.59,3751.6,9735.19,4182.98,2.56,8261.18
31295.36,10770.93,2228.17,12999.1,7107.95,1.57,20427.69
83581.6,21943.85,8723.08,30666.93,9665.94,3.97,29647.7
69271.64,24450.27,12622.65,37072.92,24482.33,3.08,16216.62
60400.42,22930.29,17339.22,40269.51,16664.0,9.0,23231.6
65460.85,23387.13,3935.46,27322.6,7843.97,1.49,22555.15
73689.54,18149.09,4355.34,22504.43,9574.88,2.59,54706.12
51506.01,14668.55,7320.82,21989.38,12746.66,5.94,26867.7
45542.38,12024.05,7236.76,19260.81,6580.08,5.33,21833.17
69896.13,20678.75,3796.96,24475.71,10841.49,1.41,24583.11
40540.68,9560.76,1903.13,11463.88,11353.19,1.07,23163.75
75206.32,23035.6,33239.29,56274.89,9809.32,9.89,20577.91
22435.41,6938.28,6868.96,13807.24,5912.33,6.93,10321.09
90728.89,27863.82,15319.97,43183.79,29917.53,4.29,44306.86
76814.94,27927.59,20639.51,48567.1,7040.38,5.23,24997.98
71400.74,20996.72,14275.71,35272.43,6774.85,3.4,29149.16
89567.27,22090.51,11265.01,33355.51,30165.19,4.1,58631.97
106636.86,35521.61,18119.78,53641.38,11868.81,6.84,58425.14
90359.25,31996.49,30251.25,62247.74,4937.97,8.95,26721.05
18978.14,4414.47,1302.16,5716.63,5694.79,2.66,13063.23
33010.58,10621.71,15325.83,25947.54,4421.62,8.56,4307.45
49379.54,11359.52,3813.75,15173.27,7039.4,2.09,24011.09
65652.28,17391.33,7925.18,25316.51,7692.55,2.93,47498.16
77941.48,29236.11,2794.48,32030.58,25525.75,1.33,54199.64
46856.4,18056.04,5071.81,23127.85,13509.43,2.27,27832.06
69669.17,22219.74,14169.02,36388.77,15795.53,9.26,18342.53
46115.43,15761.58,12095.91,27857.49,8356.53,5.13,18361.16
49712.05,18151.89,4487.34,22639.23,4815.79,1.7,24715.51
29833.47,11983.51,9893.22,21876.73,9833.09,9.64,5665.57
41919.17,12395.69,11588.44,23984.14,11588.63,8.91,19151.2
31207.88,9152.15,8796.74,17948.89,4310.88,7.79,14172.96
40603.17,12014.03,17564.08,29578.1,13266.37,9.4,10687.03
91341.04,19759.94,7522.6,27282.54,30281.7,2.98,34218.81
41265.03,11682.76,18261.04,29943.8,10263.86,8.53,13523.55
130809.55,46060.71,26180.64,72241.34,45287.22,7.21,58963.81
77332.95,27542.99,13854.48,41397.47,8019.83,8.83,41948.89
69620.9,27359.08,23552.54,50911.62,18773.19,8.17,9589.03
43541.06,8402.22,4263.98,12666.21,4068.1,4.12,30436.95
82507.75,25074.74,31554.48,56629.22,21455.1,7.97,25922.98
50609.05,11200.97,5557.07,16758.04,16478.95,3.36,18572.55
68050.25,16502.4,14333.39,30835.78,14226.97,3.96,22244.33
129002.11,48277.8,10159.69,58437.49,35783.1,1.97,73471.18
62598.5,18826.47,24851.43,43677.9,5992.26,9.42,18222.14
93731.83,32123.28,8908.87,41032.15,22687.98,3.62,60105.85
47420.59,10143.46,7413.62,17557.08,3654.69,5.69,30262.95
64125.29,17844.68,13475.55,31320.23,3851.68,4.52,23584.19
109270.02,36155.92,32342.99,68498.91,26046.12,9.64,47182.45
49325.82,11598.65,6994.96,18593.61,10917.38,4.02,21819.84
110311.21,29132.71,34980.32,64113.03,16272.04,8.01,46427.06
82693.8,17843.16,20227.68,38070.84,16733.7,8.7,38863.89
50938.33,17076.71,13149.76,30226.48,13099.54,4.92,12335.85
80810.19,32488.6,20798.76,53287.35,19889.09,4.4,31423.76
89313.86,32031.97,25527.57,57559.54,6521.25,7.73,28437.45
80545.25,32268.81,42407.17,74675.98,20435.69,9.22,1487.4
25744.38,9511.02,11044.12,20555.14,6545.11,7.79,3308.46
46821.57,17183.57,3773.39,20956.97,11701.3,3.04,28609.04
58812.03,17976.77,14171.2,32147.98,18180.96,8.99,24663.96
63139.16,19475.53,11553.61,31029.14,14680.53,4.49,21095.84
80516.8,22184.31,20302.14,42486.44,26554.95,6.19,35546.01
69442.53,25509.52,19646.55,45156.08,24130.27,8.48,16209.92
31616.39,8438.46,2514.03,10952.49,8954.16,2.7,18693.85
74504.95,16228.78,22262.88,38491.66,11847.75,8.06,25167.9
80264.64,31965.12,24388.17,56353.29,7716.24,6.37,19825.58
